sent11,人,0
sent12,脑,0
sent13,神,0
sent14,经,0
sent15,元,0
sent16,的,0
sent17,数,0
sent18,量,0
sent19,大,0
sent110,概,0
sent111,在,0
sent112,1,0
sent113,0,0
sent114,0,0
sent115,亿,0
sent116,个,0
sent117,以,0
sent118,上,0
sent119,。,0
sent21,胞,0
sent22,体,0
sent23,的,0
sent24,形,0
sent25,态,0
sent26,和,0
sent27,大,0
sent28,小,0
sent29,有,0
sent210,很,0
sent211,大,0
sent212,的,0
sent213,差,0
sent214,别,0
sent215,，,0
sent216,有,0
sent217,圆,0
sent218,形,0
sent219,、,0
sent220,锤,0
sent221,体,0
sent222,形,0
sent223,、,0
sent224,梭,0
sent225,形,0
sent226,和,0
sent227,星,0
sent228,形,0
sent229,等,0
sent230,几,0
sent231,种,0
sent232,。,0
sent31,胞,0
sent32,体,0
sent33,最,0
sent34,外,0
sent35,是,0
sent36,细,0
sent37,胞,0
sent38,膜,0
sent39,，,0
sent310,内,0
sent311,含,0
sent312,细,0
sent313,胞,0
sent314,核,0
sent315,和,0
sent316,细,0
sent317,胞,0
sent318,质,0
sent319,（,0
sent320,c,0
sent321,y,0
sent322,t,0
sent323,o,0
sent324,p,0
sent325,l,0
sent326,a,0
sent327,s,0
sent328,m,0
sent329,）,0
sent330,（,0
sent331,介,0
sent332,于,0
sent333,膜,0
sent334,与,0
sent335,核,0
sent336,之,0
sent337,间,0
sent338,）,0
sent339,。,0
sent41,胞,0
sent42,质,0
sent43,具,0
sent44,有,0
sent45,复,0
sent46,杂,0
sent47,的,0
sent48,结,0
sent49,构,0
sent410,，,0
sent411,如,0
sent412,神,0
sent413,经,0
sent414,原,0
sent415,纤,0
sent416,维,0
sent417,、,0
sent418,尼,0
sent419,氏,0
sent420,体,0
sent421,、,0
sent422,高,0
sent423,尔,0
sent424,基,0
sent425,体,0
sent426,、,0
sent427,线,0
sent428,粒,0
sent429,体,0
sent430,等,0
sent431,。,0
sent51,其,0
sent52,中,0
sent53,神,0
sent54,经,0
sent55,原,0
sent56,纤,0
sent57,维,0
sent58,和,0
sent59,尼,0
sent510,氏,0
sent511,体,0
sent512,是,0
sent513,神,0
sent514,经,0
sent515,元,0
sent516,特,0
sent517,有,0
sent518,的,0
sent519,结,0
sent520,构,0
sent521,。,0
